drug_name,dose,form
adeno b6,20 mg,tablet
adeno sed b forte,3 mg,ampoule
adenocor,2 ml,vial
adenoplex forte,3 mg,ampoule
adenosin forte,3 mg,lyophilized i.m. ampoule
adenox forte,20 mg,tablet
adezia topical cream,60 gm,cream
adipomove,30 mg,tablet
adol,500 mg,caplet
adol cold,24 mg,caplet
adol extra,24 mg,caplet
adol sinus,24 mg,caplet
adolor,10 mg,tablet
adolor,15 mg,ampoule
adolor,30 mg,ampoule
adore multipurpose contact lenses solution,100 ml,solution
adox,10 mg,sachet
adport,0.5 mg,capsule
adport,1 mg,capsule
adport,5 mg,capsule
adrenaline-cid,1 mg/1 ml,i.m./s.c. ampoule
adrenamax,1 mg/1 ml,ampoule
adrenocortine,1 mg/ml,i.m. ampoule
adriamycin,10 mg,vial
adriamycin rapid,10 mg,vial
adriblastina r.d,10 mg,vial
adriblastina r.d,50 mg,vial
adricin,10 mg/5 ml,i.v. vial
adricin,50 mg/25 ml,i.v. vial
adrien gagnon digest 365,30 mg,capsule
adrien gagono omega-3,40 mg,capsule
adrobega,80 mg,tablet
adroit massage cream,100 gm,cream
adruan,5 mg,vial
adultominita,30 mg,tablet
advagraf,0.5 mg,prolonged release capsule
advagraf,0.5 mg,prolonged release capsule
advagraf,1 mg,prolonged release capsule
advagraf,1 mg,prolonged release capsule
advagraf,3 mg,prolonged release capsule
advagraf,3 mg,prolonged release capsule
advagraf,5 mg,prolonged release capsule
advagraf,5 mg,prolonged release capsule
advahair hair lotion,120 ml,lotion
advance soap,100 gm,soap
advanced omega + dha,30 mg,gummy
advanced omega + dha,60 mg,gummy
advanced probiotic,20 mg,capsule
advanced probiotic,60 mg,capsule
advanced vitamin c,30 mg,gummy
